No.,大項目,中項目,ページ,単語,品詞,意味,発音,例文,和訳
151,ＢＳ,３年,31-33,cloud,名詞,雲,[クラウド],A big cloud covered the sky.,大きな雲が空を覆いました。
152,ＢＳ,３年,31-33,ourselves,代名詞,私たち自身,[アワセルヴズ],We enjoyed ourselves at the party.,私たちはパーティーで楽しく過ごしました。
153,ＢＳ,３年,31-33,hit,動詞,～にぶつかる,[ヒット],The ball hit the window.,ボールが窓に当たりました。
154,ＢＳ,３年,31-33,slow down,,速度を落とす,[スロー・ダウン],Please slow down when driving.,運転中はスピードを落としてください。
155,ＢＳ,３年,31-33,believe in ～,,～を信頼する,[ビリーヴ・イン],I believe in myself.,私は自分を信じています。
156,ＢＳ,３年,31-33,be coming soon,,じきにやってくる,[ビー・カミング・スーン],Summer is coming soon.,夏がもうすぐ来ます。
157,ＢＳ,３年,31-33,at that time,,当時、その時,[アット・ザット・タイム],I was at home at that time.,その時、私は家にいました。
158,ＢＳ,３年,31-33,watch out for ～,,～に気をつける,[ウォッチ・アウト・フォー],Watch out for cars!,車に気をつけて！
159,ＢＳ,３年,31-33,be on one's side,,味方である,[ビー・オン・ワンズ・サイド],I will always be on your side.,私はいつでもあなたの味方です。
160,ＢＳ,３年,34-35,system,名詞,システム,[システム],The new system is easy to use.,新しいシステムは使いやすいです。
161,ＢＳ,３年,34-35,railroad,名詞,鉄道、鉄道路線,[レールロード],The railroad runs through the city.,鉄道は町の中を通っています。
162,ＢＳ,３年,34-35,crossing,名詞,踏切,[クロッシング],Be careful at the crossing.,横断歩道では気をつけてください。
163,ＢＳ,３年,34-35,collision,名詞,衝突,[コリジョン],The two cars had a collision.,その2台の車が衝突しました。
164,ＢＳ,３年,34-35,equipment,名詞,機器、装置,[イクイップメント],This equipment is very expensive.,この機器はとても高価です。
165,ＢＳ,３年,34-35,produce,動詞,～を生み出す,[プロデュース],Farmers produce fresh vegetables.,農家は新鮮な野菜を生産します。
166,ＢＳ,３年,34-35,ultrasonic,形容詞,超音波の,[ウルトラソニック],The machine uses ultrasonic waves.,この機械は超音波を使います。
167,ＢＳ,３年,34-35,operating,,運転中の、営業中の,[オペレイティング],The robot is now operating.,そのロボットは今、作動中です。
168,ＢＳ,３年,34-35,～ ・ … collision,,～と…の衝突,[コリジョン],A car-bus collision happened yesterday.,車とバスの衝突事故が昨日起きました。
169,ＢＳ,３年,34-35,come up with ～,,～を思いつく,[カム・アップ・ウィズ],She came up with a good idea.,彼女は良いアイデアを思いつきました。
170,ＢＳ,３年,34-35,keep ～ away from …,,～を…から遠ざける,[キープ・アウェイ・フロム],Keep the dog away from the baby.,犬を赤ちゃんに近づけないでください。
171,ＢＳ,３年,36-37,fishway,名詞,魚道、魚の通り道,[フィッシュウェイ],Fish use the fishway to swim upstream.,魚は魚道を使って上流に泳ぎます。
172,ＢＳ,３年,36-37,dam,名詞,ダム,[ダム],The dam blocks the river.,ダムが川をせき止めています。
173,ＢＳ,３年,36-37,salmon,名詞,サケ,[サーモン],Salmon swim back to the river to lay eggs.,サケは産卵のために川に戻ってきます。
174,ＢＳ,３年,36-37,trout,名詞,マス、トラウト,[トラウト],We caught a big trout.,大きなマスを釣りました。
175,ＢＳ,３年,36-37,habitat,名詞,生息地,[ハビタット],This forest is a natural habitat.,この森は自然の生息地です。
176,ＢＳ,３年,36-37,tote bag,,トートバッグ,[トート・バッグ],She put her books in a tote bag.,彼女は本をトートバッグに入れました。
177,ＢＳ,３年,36-37,mature,名詞,大人になる、成長する,[マチュア],The trees mature in five years.,木は5年で成長します。
178,ＢＳ,３年,36-37,lay,動詞,（卵を）産む,[レイ],Birds lay eggs in spring.,鳥は春に卵を産みます。
179,ＢＳ,３年,36-37,prevent,動詞,～を妨げる、防ぐ,[プリベント],This rule prevents accidents.,このルールは事故を防ぎます。
180,ＢＳ,３年,36-37,divide,動詞,～を分ける、分割する,[ディヴァイド],Divide the cake into six pieces.,ケーキを6つに分けてください。
181,ＢＳ,３年,36-37,upstream,副詞,上流へ、川上へ,[アップストリーム],The fish swim upstream.,魚は上流へ泳ぎます。
182,ＢＳ,３年,36-37,grew,,grow の過去形,[グルー],The plant grew very fast.,植物はとても速く成長しました。
183,ＢＳ,３年,36-37,prevent ～ from …ng,,～が…するのを妨げる,[プリベント・フロム],The gate prevents dogs from entering.,その門は犬が入るのを防ぎます。
184,ＢＳ,３年,36-37,all day long,,１日中,[オール・デイ・ロング],It rained all day long.,一日中雨が降っていました。
185,ＢＳ,３年,36-37,What's the matter?,,どうしたの。,[ワッツ・ザ・マター],What's the matter with you?,どうしたの？
186,ＢＳ,３年,38-40,opportunity,名詞,機会、好機,[オポチュニティ],He got a job opportunity.,彼は仕事のチャンスを得ました。
187,ＢＳ,３年,38-40,rehab,動詞,リハビリを行う,[リハブ],He is in rehab after surgery.,彼は手術後にリハビリ中です。
188,ＢＳ,３年,38-40,rescue,動詞,～を救出する、救助する,[レスキュー],The rescue team arrived quickly.,救助隊がすぐに到着しました。
189,ＢＳ,３年,38-40,educational,形容詞,教育的な、ためになる,[エデュケーショナル],This is an educational program.,これは教育的な番組です。
190,ＢＳ,３年,38-40,dolphin,名詞,イルカ,[ドルフィン],The dolphin jumped out of the water.,イルカが水から跳ねました。
191,ＢＳ,３年,38-40,face,動詞,（場所）に面する,[フェイス],We must face the truth.,私たちは真実に向き合わなければなりません。
192,ＢＳ,３年,38-40,marine life,,海洋生物,[マリーン・ライフ],We must protect marine life.,私たちは海の生き物を守らなければなりません。
193,ＢＳ,３年,38-40,an opportunity to ～,,～する好機,[ア・オポチュニティ・トゥ],I had an opportunity to speak.,私は話す機会を得ました。
194,ＢＳ,３年,38-40,back,,背中,[バック],My back hurts.,背中が痛いです。
195,ＢＳ,３年,38-40,habitat,名詞,癖、習慣,[ハビタット],The bird lost its habitat.,その鳥は生息地を失いました。
196,ＢＳ,３年,38-40,gradually,副詞,だんだんと、次第に,[グラジュアリー],She gradually got better.,彼女は徐々に良くなりました。
197,ＢＳ,３年,38-40,onto,前置詞,～の上に[で],[オン・トゥ],The cat jumped onto the table.,猫がテーブルの上に飛び乗りました。
198,ＢＳ,３年,38-40,name ～ after …,,…にちなんで～を名づける,[ネーム・アフター],They named the baby after her grandfather.,彼らは赤ちゃんに彼女の祖父の名前を付けました。
199,ＢＳ,３年,41-42,scratch,名詞,ひっかき傷,[スクラッチ],I got a scratch on my hand.,手にひっかき傷を負いました。
200,ＢＳ,３年,41-42,hair dryer,,ヘアドライヤー,[ヘア・ドライヤー],Use a hair dryer to dry your hair.,髪を乾かすのにドライヤーを使ってください。
201,ＢＳ,３年,41-42,cuff,名詞,（服・シャツの）袖口,[カフ],His shirt cuff was dirty.,彼のシャツの袖口は汚れていました。
202,ＢＳ,３年,41-42,refund,名詞,払い戻し、返金,[リファンド],I asked for a refund.,返金を頼みました。
203,ＢＳ,３年,41-42,notice,動詞,～に気づく,[ノーティス],Did you see the notice?,掲示を見ましたか？
204,ＢＳ,３年,41-42,exchange,動詞,～を交換する,[エクスチェンジ],I want to exchange this shirt.,このシャツを交換したいです。
205,ＢＳ,３年,41-42,apologize,動詞,謝る、わびる,[アポロジャイズ],I apologize for the mistake.,間違いをお詫びします。
206,ＢＳ,３年,41-42,fix,動詞,～を修理する,[フィックス],Can you fix this chair?,この椅子を直せますか？
207,ＢＳ,３年,41-42,damaged,,破損した、壊れた,[ダメージド],The phone is damaged.,携帯電話が壊れています。
208,ＢＳ,３年,41-42,importance,名詞,重要さ、重要性,[インポータンス],Education has great importance.,教育はとても重要です。
209,ＢＳ,３年,41-42,survival,名詞,生き残ること,[サヴァイヴァル],Water is necessary for survival.,生き残るには水が必要です。
210,ＢＳ,３年,41-42,expert,名詞,専門家,[エキスパート],She is an expert in science.,彼女は科学の専門家です。
211,ＢＳ,３年,41-42,signal,名詞,信号、シグナル,[シグナル],The light is a signal.,その光は信号です。
212,ＢＳ,３年,41-42,discuss,動詞,～を話し合う、議論する,[ディスカス],Let's discuss the plan.,計画について話し合いましょう。
213,ＢＳ,３年,41-42,sail,動詞,（船が）航行する,[セイル],They will sail across the sea.,彼らは海を渡って航海します。
214,ＢＳ,３年,41-42,without,前置詞,～なしで、～を持たずに,[ウィズアウト],I can't do it without help.,助けなしではできません。
215,ＢＳ,３年,41-42,within,前置詞,（期間）～以内に,[ウィズイン],The answer is within the book.,答えは本の中にあります。
216,ＢＳ,３年,41-42,camping,名詞,キャンプ,[キャンピング],We went camping last weekend.,先週末、キャンプに行きました。
217,ＢＳ,３年,41-42,break out,,発生する、起きる,[ブレイク・アウト],A fire may break out.,火事が起こるかもしれません。
218,ＢＳ,３年,41-42,rank ～ in order of …,,～を…の順に並べる,[ランク・イン・オーダー・オブ],Rank the answers in order of speed.,答えを速さの順に並べてください。
219,ＢＳ,３年,44-45,rink,名詞,アイススケート場,[リンク],He fell on the ice rink.,彼はスケートリンクで転びました。
220,ＢＳ,３年,44-45,skater,名詞,スケートをする人,[スケーター],The skater won the gold medal.,そのスケーターは金メダルを取りました。
221,ＢＳ,３年,44-45,period,名詞,時代,[ピリオド],That period was peaceful.,その時代は平和でした。
222,ＢＳ,３年,44-45,northeast,形容詞,北東の[にある],[ノースイースト],He lives in the northeast part of town.,彼は町の北東部に住んでいます。
223,ＢＳ,３年,44-45,lake,名詞,湖,[レイク],We swam in the lake.,私たちは湖で泳ぎました。
224,ＢＳ,３年,46-47,east,名詞,東,[イースト],The sun rises in the east.,太陽は東から昇ります。
225,ＢＳ,３年,46-47,brain,名詞,（複数形で）頭脳、知能,[ブレイン],Use your brain to solve it.,解くために頭を使ってください。
